"Start Time","Request Type","Latency","Response Code"
"1645047176457","GET","8319","200"
"1645047176456","GET","8321","200"
"1645047178218","GET","6560","200"
"1645047176696","GET","8083","200"
"1645047176632","GET","8147","200"
"1645047176456","GET","8324","200"
"1645047176528","GET","8253","200"
"1645047177006","GET","7776","200"
"1645047178771","GET","6012","200"
"1645047177206","GET","7578","200"
"1645047176455","GET","8331","200"
"1645047176455","GET","8338","200"
"1645047178239","GET","6557","200"
"1645047178247","GET","6551","200"
"1645047177006","GET","7796","200"
"1645047176697","GET","8107","200"
"1645047176456","GET","8355","200"
"1645047177214","GET","7598","200"
"1645047176529","GET","8286","200"
"1645047176457","GET","8360","200"
"1645047178770","GET","6051","200"
"1645047177226","GET","7612","200"
"1645047176457","GET","8382","200"
"1645047178774","GET","6073","200"
"1645047176699","GET","8149","200"
"1645047176529","GET","8321","200"
"1645047177241","GET","7610","200"
"1645047178770","GET","6084","200"
"1645047176529","GET","8326","200"
"1645047178763","GET","6100","200"
"1645047176455","GET","8411","200"
"1645047176698","GET","8171","200"
"1645047176455","GET","8417","200"
"1645047176698","GET","8175","200"
"1645047176458","GET","8417","200"
"1645047178761","GET","6119","200"
"1645047177006","GET","7877","200"
"1645047178770","GET","6114","200"
"1645047176455","GET","8430","200"
"1645047176455","GET","8431","200"
"1645047176456","GET","8432","200"
"1645047178765","GET","6125","200"
"1645047176699","GET","8194","200"
"1645047176529","GET","8368","200"
"1645047177006","GET","7893","200"
"1645047176455","GET","8446","200"
"1645047177006","GET","7896","200"
"1645047177227","GET","7676","200"
"1645047177006","GET","7899","200"
"1645047176700","GET","8216","200"
"1645047177227","GET","7690","200"
"1645047176455","GET","8463","200"
"1645047176458","GET","8461","200"
"1645047176455","GET","8466","200"
"1645047176700","GET","8222","200"
"1645047176478","GET","8452","200"
"1645047176700","GET","8236","200"
"1645047177006","GET","7931","200"
"1645047177229","GET","7710","200"
"1645047176456","GET","8485","200"
"1645047177006","GET","7936","200"
"1645047176456","GET","8495","200"
"1645047176700","GET","8253","200"
"1645047176529","GET","8442","200"
"1645047177235","GET","7736","200"
"1645047177006","GET","7965","200"
"1645047176703","GET","8268","200"
"1645047176455","GET","8516","200"
"1645047176529","GET","8442","200"
"1645047178247","GET","6724","200"
"1645047176701","GET","8271","200"
"1645047176457","GET","8515","200"
"1645047176455","GET","8518","200"
"1645047176660","GET","8313","200"
"1645047177006","GET","7967","200"
"1645047178100","GET","6875","200"
"1645047178101","GET","6874","200"
"1645047177236","GET","7742","200"
"1645047177239","GET","7741","200"
"1645047178771","GET","6210","200"
"1645047176457","GET","8526","200"
"1645047176659","GET","8325","200"
"1645047176795","GET","8191","200"
"1645047176796","GET","8193","200"
"1645047176456","GET","8539","200"
"1645047176458","GET","8541","200"
